build_failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,git_num_all_built_commits,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,year_of_start,month_of_start,day_of_start,hour_of_start,elapsed_days_last_build,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,comm_avg_experience,totalNumberOfRevisions,no_config_edited,num_files_edited,num_distinct_authors,prev_build_result,day_week
0,0,1,58,1,0,2,0,0,0,2,0,0,1,0,0,1226,26424,512.4129579,43.25613079,79.92733878,1,2014,5,29,19,0,1,0,0,0,0,1,2,0,2,1,0,5
0,0,1,58,1,0,0,0,0,0,1,0,0,0,0,0,8,26424,512.4129579,43.25613079,79.92733878,1,2014,5,29,19,0,0,0,0,0,0,1,1,0,1,1,0,5
0,0,1,58,1,0,4,0,0,0,2,0,0,1,0,0,1227,26424,512.4129579,43.25613079,79.92733878,1,2014,5,29,19,0,1,0,0,0,0,2,2,0,2,1,0,5
0,1,1,58,1,0,2,0,0,0,1,0,0,1,0,0,13,26424,512.4129579,43.25613079,79.92733878,1,2014,5,31,11,2,0,0,0,0,0,0,1,0,1,1,0,7
0,1,1,58,1,0,9,0,0,0,1,0,0,1,0,0,5,26424,512.4129579,43.25613079,79.92733878,1,2014,6,3,2,3,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,58,1,3,2,0,0,0,1,0,0,1,0,0,58,26424,512.4129579,43.25613079,79.92733878,0,2014,6,3,2,3,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,58,1,0,4,0,0,0,1,0,0,1,0,0,7,26424,512.4129579,43.25613079,79.92733878,0,2014,6,3,5,3,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,58,1,0,4,0,0,0,1,0,0,1,0,0,8,26424,512.4129579,43.25613079,79.92733878,1,2014,6,3,5,-1,0,0,0,0,0,0,2,0,2,1,0,3
0,0,1,58,1,0,3,0,0,0,1,0,0,1,0,0,1224,26424,512.4129579,43.25613079,79.92733878,1,2014,6,3,5,0,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,58,1,0,1,0,0,0,1,0,0,1,0,0,1225,26424,512.4129579,43.25613079,79.92733878,1,2014,6,3,5,0,1,0,0,0,0,1,1,0,1,1,0,3
0,0,1,57,1,0,2,0,0,0,1,0,0,1,0,0,6,26424,512.4129579,43.25613079,79.92733878,1,2014,6,5,6,2,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,57,1,0,16,0,1,0,1,0,0,2,0,0,2,26439,512.1222437,43.2315897,79.88199251,0,2014,6,6,0,1,0,0,0,0,0,0,2,0,2,1,0,6
0,0,1,57,1,0,4,0,0,0,1,0,0,1,0,0,1226,26439,512.1222437,43.2315897,79.88199251,1,2014,6,7,2,0,0,0,0,0,0,0,1,0,1,1,0,7
0,0,1,56,1,0,25,16,0,0,4,0,0,3,0,1,7,26448,512.2882638,43.25468845,79.85480944,1,2014,6,10,5,3,0,0,0,0,0,0,4,1,4,1,0,3
0,1,1,56,1,0,11,0,0,0,1,0,0,1,0,0,7,26448,511.9479734,43.2168784,79.85480944,0,2014,6,10,19,3,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,56,1,0,25,16,0,0,4,0,0,3,0,1,8,26456,512.1333535,43.24160871,79.83066223,1,2014,6,12,18,-1,0,0,0,0,0,0,3,0,3,1,0,5
0,0,2,56,1,0,11,0,0,0,1,0,0,1,0,0,8,26450,511.9092628,43.21361059,79.84877127,1,2014,6,12,18,-1,0,0,0,0,0,0,2,0,2,1,0,5
0,0,1,56,1,0,17,0,0,0,2,0,0,2,0,0,1316,26441,512.0835067,43.22831966,79.87595023,1,2014,6,12,18,5,1,0,0,0,0,1,2,0,2,1,0,5
0,0,1,56,2,0,13,0,0,0,2,0,0,2,0,0,1234,26447,511.9673309,43.2185125,79.85782887,1,2014,6,12,18,0,1,0,0,0,0,1,2,0,2,1,0,5
0,0,1,56,1,0,1,0,0,0,1,0,0,1,0,0,1229,26456,512.1333535,43.24160871,79.83066223,1,2014,6,12,18,0,1,0,0,0,0,1,1,0,1,1,0,5
0,1,1,55,1,0,2,0,0,0,1,0,0,1,0,0,60,26456,512.1333535,43.24160871,79.83066223,0,2014,6,18,6,6,0,0,0,0,0,0,1,0,1,1,0,4
0,1,1,55,1,0,20,0,0,0,1,0,0,1,0,0,2,26456,512.1333535,43.24160871,79.83066223,0,2014,6,19,2,1,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,55,1,0,2,0,0,0,1,0,0,1,0,0,3,26456,512.1333535,43.24160871,79.83066223,0,2014,6,21,17,3,0,0,0,0,0,0,1,0,1,1,0,7
0,1,1,55,1,0,6,0,0,0,2,0,0,1,0,1,647,26460,512.0559335,43.23507181,79.8185941,1,2014,6,23,9,5,0,0,0,0,0,0,2,1,2,1,0,2
0,1,1,55,1,0,3,0,0,0,1,0,0,1,0,0,1,26457,512.1139963,43.2399743,79.82764486,0,2014,6,23,13,5,0,0,0,0,0,0,1,0,1,1,0,2
0,1,1,55,1,0,2,0,0,0,1,0,0,1,0,0,2,26457,512.1139963,43.2399743,79.82764486,0,2014,6,23,15,0,1,0,0,0,0,1,1,0,1,1,0,2
0,0,1,55,1,0,5,0,0,0,1,0,0,1,0,0,6,26457,512.1139963,43.2399743,79.82764486,1,2014,6,24,2,6,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,55,1,0,23,5,0,0,4,0,0,3,0,1,30,26462,512.0550223,43.2318041,79.81256141,1,2014,6,24,19,6,0,0,0,0,0,0,4,1,4,1,0,3
0,0,1,55,1,0,20,0,0,0,1,0,0,1,0,0,34,26458,512.0946406,43.23834001,79.82462771,1,2014,6,24,23,6,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,55,1,0,23,24,0,0,2,0,0,2,0,0,7,26464,512.0541112,43.1907497,79.76874244,1,2014,6,25,19,7,0,0,0,0,0,0,2,0,2,1,0,4
0,1,1,55,2,0,7,0,0,0,1,0,0,1,0,0,11,26456,512.1333535,43.24160871,79.83066223,0,2014,6,26,21,8,0,0,0,0,0,0,4,0,2,1,0,5
0,1,1,55,1,0,0,0,0,0,1,0,0,0,1,0,44,26456,512.1333535,43.24160871,79.83066223,0,2014,6,27,9,9,0,0,0,0,0,0,1,0,1,1,0,6
0,1,1,55,1,0,2,0,0,0,1,0,0,1,0,0,79,26456,512.1333535,43.24160871,79.83066223,1,2014,6,27,23,9,0,0,0,0,0,0,1,0,1,1,0,6
0,0,1,55,1,0,36,0,0,0,3,0,0,3,0,0,10,26456,512.1333535,43.24160871,79.83066223,1,2014,6,29,23,1,0,0,0,0,0,0,3,0,3,1,0,1
0,1,1,55,3,0,54,0,0,0,2,0,0,2,0,0,48,26464,511.9785369,43.22853688,79.80652963,0,2014,7,2,15,2,0,0,0,0,0,0,18,0,6,2,0,4
0,1,1,55,1,0,0,0,0,0,1,0,0,0,1,0,7,26456,512.1333535,43.24160871,79.83066223,0,2014,7,3,18,3,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,55,1,0,6,0,0,0,1,0,0,1,0,0,2,26456,512.1333535,43.24160871,79.83066223,0,2014,7,5,13,5,0,0,0,0,0,0,1,0,1,1,0,7
0,1,1,55,1,0,2,0,0,0,1,0,0,1,0,0,3,26456,512.1333535,43.24160871,79.83066223,0,2014,7,5,13,0,1,0,0,0,0,1,1,0,1,1,0,7
0,1,1,55,2,0,4,0,0,0,2,0,0,2,0,0,399,26464,511.9785369,43.22853688,79.80652963,0,2014,7,8,15,1,0,0,0,0,0,0,2,0,2,1,0,3
0,0,1,55,1,0,2,0,0,0,1,0,0,1,0,0,14,26464,511.9785369,43.22853688,79.80652963,1,2014,7,8,20,1,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,55,1,1,2,0,0,0,1,0,0,1,0,0,19,26464,511.9785369,43.22853688,79.80652963,1,2014,7,9,19,1,0,0,0,0,0,0,1,0,1,1,0,4
0,0,2,55,1,0,23,24,0,0,2,0,0,2,0,0,8,26472,511.8993654,43.17769719,79.74463584,1,2014,7,10,20,-1,0,0,0,0,0,0,7,0,7,1,0,5
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,38,26439,512.1222437,43.2315897,79.88199251,1,2014,7,17,9,40,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,51,1,4,22,0,0,0,2,0,0,2,0,0,13,26474,511.8606935,43.1744353,79.73861147,0,2014,7,17,9,7,0,0,0,0,0,0,2,0,2,1,0,5
0,1,1,51,1,0,4,0,0,0,1,0,0,1,0,0,7,26472,511.8993654,43.17769719,79.74463584,0,2014,7,17,17,7,0,0,0,0,0,0,1,0,1,1,0,5
0,0,1,51,1,0,5,0,0,0,1,0,0,1,0,0,9,26472,511.8993654,43.17769719,79.74463584,1,2014,7,17,18,0,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,51,1,0,10,0,0,0,1,0,0,1,0,0,2,26474,511.8606935,43.1744353,79.73861147,1,2014,7,21,18,4,0,0,0,0,0,0,1,0,1,1,0,2
0,1,1,51,1,1,4,0,0,0,1,0,0,1,0,0,2,26472,511.8993654,43.17769719,79.74463584,0,2014,7,22,13,5,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,51,2,0,4,18,0,0,2,0,0,2,0,0,34,26472,512.4282261,43.25324872,79.82018737,0,2014,7,22,19,5,0,0,0,0,0,0,2,0,2,1,0,3
0,1,1,50,1,0,2,0,0,0,1,0,0,1,0,0,5,26472,511.8993654,43.17769719,79.74463584,0,2014,7,24,16,7,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,50,1,0,2,0,0,0,1,0,0,1,0,0,15,26472,511.8993654,43.17769719,79.74463584,1,2014,7,27,8,10,0,0,0,0,0,0,1,0,1,1,0,1
0,1,1,50,1,0,0,0,0,0,1,0,0,0,1,0,8,26472,511.8993654,43.17769719,79.74463584,1,2014,7,29,6,1,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,50,1,0,2,0,0,0,1,0,0,1,0,0,50,26472,511.8993654,43.17769719,79.74463584,0,2014,7,31,9,3,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,50,3,0,57,19,1,0,3,0,0,4,0,0,9,26505,511.7147708,43.16166761,79.83399359,1,2014,7,31,18,3,0,0,0,0,0,0,4,0,4,1,0,5
0,1,1,50,1,0,6,14,0,0,2,0,0,2,0,0,9,26472,512.3526745,43.25324872,79.82018737,1,2014,7,31,21,0,0,0,0,0,0,0,2,0,2,1,0,5
0,1,1,50,1,0,7,59,0,0,5,0,0,5,0,0,249,26473,513.8442942,43.28938919,80.04381823,0,2014,8,1,12,1,0,0,0,0,0,0,5,0,5,1,0,6
0,1,1,48,1,0,41,0,0,0,1,0,0,1,0,0,10,26485,511.6481027,43.15650368,79.70549368,0,2014,8,5,3,5,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,47,1,0,4,18,0,0,2,0,0,2,0,0,36,26519,514.385912,43.40284324,80.24435311,1,2014,8,6,0,-1,0,0,0,0,0,0,16,0,16,1,0,4
0,0,2,47,1,0,22,0,0,0,2,0,0,2,0,0,14,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,0,-1,0,0,0,0,0,0,21,0,21,1,0,4
0,0,2,47,1,0,4,0,0,0,1,0,0,1,0,0,3,26521,514.3471211,43.39957015,80.23830172,1,2014,8,6,0,-1,0,0,0,0,0,0,19,0,19,1,0,4
0,0,2,47,1,0,10,0,0,0,1,0,0,1,0,0,3,26521,514.3471211,43.39957015,80.23830172,1,2014,8,6,0,-1,0,0,0,0,0,0,18,0,18,1,0,4
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,6,26519,513.8579886,43.32742562,80.16893548,1,2014,8,6,0,-1,0,0,0,0,0,0,15,0,15,1,0,4
0,0,2,47,1,0,0,0,0,0,1,0,0,0,1,0,9,26519,513.8579886,43.32742562,80.16893548,1,2014,8,6,0,-1,0,0,0,0,0,0,14,0,14,1,0,4
0,0,2,47,1,0,57,19,1,0,3,0,0,4,0,0,12,26519,513.8579886,43.32742562,80.16893548,1,2014,8,6,0,-1,0,0,0,0,0,0,10,0,10,1,0,4
0,0,2,47,1,0,6,14,0,0,2,0,0,2,0,0,10,26486,514.0451559,43.34365325,80.08004229,1,2014,8,6,0,-1,0,0,0,0,0,0,7,0,7,1,0,4
0,0,2,47,1,0,7,59,0,0,5,0,0,5,0,0,250,26486,513.5920864,43.26814166,80.0045307,1,2014,8,6,0,-1,0,0,0,0,0,0,2,0,2,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1230,26485,511.6481027,43.15650368,79.70549368,1,2014,8,6,0,0,0,0,0,0,0,0,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1231,26486,513.5920864,43.26814166,80.0045307,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1232,26486,514.0451559,43.34365325,80.08004229,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1233,26519,513.8579886,43.32742562,80.16893548,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1234,26519,513.8579886,43.32742562,80.16893548,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1235,26519,514.385912,43.40284324,80.24435311,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1236,26521,514.3471211,43.39957015,80.23830172,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1237,26521,514.3471211,43.39957015,80.23830172,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1238,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,0,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,20,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,16,-1,0,0,0,0,0,0,26,0,26,1,0,4
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,39,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,16,-1,0,0,0,0,0,0,37,1,37,1,0,4
0,0,2,47,1,0,10,0,0,0,1,0,0,1,0,0,11,26535,514.3018655,43.41435839,80.23365366,1,2014,8,6,17,-1,0,0,0,0,0,0,57,2,57,1,0,4
0,0,2,47,1,0,11,0,0,0,1,0,0,1,0,0,11,26529,514.4181839,43.42417732,80.25179992,1,2014,8,6,17,-1,0,0,0,0,0,0,53,1,53,1,0,4
0,0,2,47,1,0,9,0,0,0,1,0,0,1,0,0,6,26534,514.3212482,43.41599457,80.23667747,1,2014,8,6,17,-1,0,0,0,0,0,0,55,2,55,1,0,4
0,0,2,47,1,0,20,0,0,0,1,0,0,1,0,0,3,26534,514.3212482,43.41599457,80.23667747,1,2014,8,6,17,-1,0,0,0,0,0,0,47,1,47,1,0,4
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,4,26529,514.4181839,43.42417732,80.25179992,1,2014,8,6,17,-1,0,0,0,0,0,0,42,0,42,1,0,4
0,0,2,47,1,0,6,0,0,0,2,0,0,1,0,1,648,26534,514.3212482,43.41599457,80.23667747,1,2014,8,6,17,-1,0,0,0,0,0,0,44,0,44,1,0,4
0,0,2,47,1,0,1,0,0,0,1,0,0,1,0,0,3,26541,514.2232772,43.40454391,80.21551562,1,2014,8,6,17,-1,0,0,0,0,0,0,52,2,52,1,0,4
0,0,2,47,1,0,5,0,0,0,1,0,0,1,0,0,7,26530,514.3987938,43.42254052,80.24877497,1,2014,8,6,17,-1,0,0,0,0,0,0,43,0,43,1,0,4
0,0,2,47,1,0,23,5,0,0,4,0,0,3,0,1,31,26540,514.2426526,43.40617935,80.21853806,1,2014,8,6,17,-1,0,0,0,0,0,0,48,1,48,1,0,4
0,0,2,47,1,0,20,0,0,0,1,0,0,1,0,0,35,26525,514.269557,43.39302545,80.2262017,1,2014,8,6,17,-1,0,0,0,0,0,0,39,0,39,1,0,4
0,0,2,47,1,0,7,0,0,0,1,0,0,1,0,0,13,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,-1,0,0,0,0,0,0,38,0,38,1,0,4
0,0,2,47,1,0,0,0,0,0,1,0,0,0,1,0,45,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,-1,0,0,0,0,0,0,36,0,36,1,0,4
0,0,2,47,1,0,6,0,0,0,1,0,0,1,0,0,4,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,-1,0,0,0,0,0,0,33,0,33,1,0,4
0,0,2,47,1,0,4,0,0,0,2,0,0,2,0,0,401,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,-1,0,0,0,0,0,0,28,0,28,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1239,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1240,26523,514.3083362,43.39629755,80.23225125,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,35,7,0,0,4,0,0,4,0,0,1290,26535,514.3018655,43.41435839,80.23365366,1,2014,8,6,17,0,1,0,0,0,0,1,4,0,4,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1242,26535,514.3018655,43.41435839,80.23365366,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,6,0,0,0,1,0,0,1,0,0,1243,26529,514.4181839,43.42417732,80.25179992,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1244,26530,514.3987938,43.42254052,80.24877497,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1245,26534,514.3212482,43.41599457,80.23667747,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1246,26540,514.2426526,43.40617935,80.21853806,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,1247,26541,514.2232772,43.40454391,80.21551562,1,2014,8,6,17,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,47,1,0,6,0,0,0,1,0,0,1,0,0,36,26541,514.2232772,43.40454391,80.21551562,1,2014,8,6,18,0,1,0,0,0,0,2,1,0,1,1,0,4
0,0,1,47,1,0,7,0,0,0,2,0,0,2,0,0,1285,26541,514.2232772,43.40454391,80.21551562,1,2014,8,6,18,0,1,0,0,0,0,3,2,0,2,1,0,4
0,0,1,47,1,0,9,0,0,0,3,0,0,2,0,1,1752,26546,514.1264221,43.39636857,80.20040684,1,2014,8,6,18,0,1,0,0,0,0,4,3,1,3,1,0,4
0,0,1,47,1,0,9,0,0,0,3,0,0,3,0,0,1258,26549,514.0683265,43.39146484,80.19134431,1,2014,8,6,18,0,1,0,0,0,0,5,3,0,3,1,0,4
0,0,1,47,1,0,6,0,0,0,2,0,0,2,0,0,1330,26546,514.1264221,43.39636857,80.20040684,1,2014,8,6,18,0,1,0,0,0,0,6,2,0,2,1,0,4
0,0,1,47,1,0,7,0,0,0,2,0,0,2,0,0,1255,26547,514.1070554,43.39473387,80.19738577,1,2014,8,6,20,0,1,0,0,0,0,7,2,0,2,1,0,4
0,1,1,47,1,0,2,0,0,0,3,0,0,1,2,0,14,26547,514.1070554,43.39473387,80.19738577,1,2014,8,6,21,0,0,0,0,0,0,0,3,0,3,1,0,4
0,0,1,47,1,0,0,0,0,0,1,0,0,0,0,1,109,26547,514.1070554,43.39473387,80.19738577,1,2014,8,6,21,0,1,0,0,0,0,8,1,0,1,1,0,4
0,0,1,47,1,0,15,0,0,0,2,0,0,2,0,0,1275,26554,513.9715297,43.38329442,80.17624463,1,2014,8,6,22,0,1,0,0,0,0,9,2,0,2,1,0,4
0,0,1,47,1,0,7,0,0,0,1,0,0,1,0,0,7,26554,513.9715297,43.38329442,80.17624463,1,2014,8,6,22,0,1,0,0,0,0,10,1,0,1,1,0,4
0,0,1,47,1,0,17,22,0,0,2,0,0,2,0,0,117,26560,514.4201807,43.44879518,80.23343373,1,2014,8,6,23,0,1,0,0,0,0,11,2,0,2,1,0,4
0,0,1,47,1,0,8,19,0,0,3,0,0,3,0,0,1270,26564,514.9450384,43.47989761,80.29664207,1,2014,8,6,23,0,1,0,0,0,0,12,3,0,3,1,0,4
0,0,1,47,1,0,6,0,0,0,2,0,0,2,0,0,1315,26567,514.8868898,43.47498777,80.28757481,1,2014,8,7,18,1,1,0,0,0,0,13,2,0,2,1,0,5
0,0,1,47,1,0,4,0,0,0,1,0,0,1,0,0,2,26567,514.8868898,43.47498777,80.28757481,1,2014,8,7,18,0,1,0,0,0,0,14,1,0,1,1,0,5
0,0,1,47,1,0,7,0,0,0,4,0,0,3,0,1,1783,26572,514.7900045,43.46680717,80.27246726,1,2014,8,8,16,1,1,0,0,0,0,15,4,1,4,1,0,6
0,0,1,47,1,0,6,0,0,0,3,0,0,2,0,1,1738,26575,514.7318909,43.46190028,80.26340546,1,2014,8,8,17,0,1,0,0,0,0,16,3,1,3,1,0,6
0,0,1,47,1,0,4,0,0,0,1,0,0,1,0,0,231,26578,514.6737904,43.45699451,80.2543457,1,2014,8,8,18,0,1,0,0,0,0,17,1,0,1,1,0,6
0,0,1,47,1,0,7,0,0,0,2,0,0,2,0,0,1348,26581,514.6157029,43.45208984,80.24528799,1,2014,8,8,18,0,1,0,0,0,0,18,2,0,2,1,0,6
0,0,1,47,1,0,8,7,0,0,3,0,0,3,0,0,1365,26584,514.7457117,43.48480289,80.27384893,1,2014,8,8,19,0,1,0,0,0,0,19,3,0,3,1,0,6
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,11,26584,514.7457117,43.48480289,80.27384893,1,2014,8,8,19,0,1,0,0,0,0,20,1,0,1,1,0,6
0,0,1,47,1,0,54,0,1,0,1,0,0,1,0,1,45,26584,514.7457117,43.48480289,80.27384893,1,2014,8,8,19,0,1,0,0,0,0,21,2,0,2,1,0,6
0,0,1,47,1,0,0,4,0,0,1,0,0,1,0,0,35,26584,514.8209449,43.48480289,80.31146554,1,2014,8,8,21,0,1,0,0,0,0,22,1,0,1,1,0,6
0,0,1,47,1,0,12,4,0,0,3,0,0,3,0,0,1324,26591,514.6854199,43.47335565,80.29032379,1,2014,8,8,21,0,1,0,0,0,0,23,3,0,3,1,0,6
0,1,1,47,1,0,0,0,0,0,1,0,0,0,1,0,3,26547,514.1070554,43.39473387,80.19738577,1,2014,8,8,23,2,1,0,0,0,0,1,1,0,1,1,0,6
0,0,1,47,1,0,10,0,0,0,4,0,0,3,0,1,1396,26598,514.5499662,43.46191443,80.26919317,1,2014,8,8,23,0,1,0,0,0,0,24,4,0,4,1,0,6
0,0,1,47,1,0,4,0,0,0,1,0,0,1,0,0,8,26598,514.5499662,43.46191443,80.26919317,1,2014,8,9,0,1,1,0,0,0,0,25,1,0,1,1,0,7
0,0,1,47,1,0,17,0,0,0,2,0,0,2,0,0,1273,26609,514.3372543,43.44394754,80.23601037,1,2014,8,9,0,0,1,0,0,0,0,26,2,0,2,1,0,7
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,26,26609,514.3372543,43.44394754,80.23601037,1,2014,8,9,1,-1,0,0,0,0,0,0,19,1,19,2,0,7
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1263,26609,514.3372543,43.44394754,80.23601037,1,2014,8,9,1,0,0,0,0,0,0,1,1,0,1,1,0,7
0,1,1,47,1,0,2,0,0,0,1,0,0,1,0,0,9,26609,514.3372543,43.44394754,80.23601037,0,2014,8,9,17,0,0,0,0,0,0,0,1,0,1,1,0,7
0,1,1,47,1,0,10,0,0,0,3,0,0,3,0,0,41,26616,514.2019838,43.43252179,80.21490833,1,2014,8,9,19,0,0,0,0,0,0,0,3,0,3,1,0,7
0,0,2,47,1,0,2,0,0,0,1,0,0,1,0,0,10,26616,514.2019838,43.43252179,80.21490833,1,2014,8,11,3,-1,0,0,0,0,0,0,4,0,4,1,0,2
0,0,1,47,1,0,4,0,0,0,1,0,0,1,0,0,1264,26616,514.2019838,43.43252179,80.21490833,1,2014,8,11,3,0,0,0,0,0,0,0,1,0,1,1,0,2
0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,0,1265,26616,514.2019838,43.43252179,80.21490833,1,2014,8,11,3,0,1,0,0,0,0,1,1,0,1,1,0,2
0,0,1,47,1,0,3,4,0,0,3,0,0,3,0,0,1298,26617,514.1826652,43.43089003,80.21189465,1,2014,8,11,3,0,1,0,0,0,0,2,3,0,3,1,0,2
0,0,1,47,1,0,11,21,0,0,4,0,0,3,0,1,1812,26624,514.6859976,43.49459135,80.26592548,1,2014,8,11,4,0,1,0,0,0,0,3,4,1,4,1,0,2
0,1,1,47,2,0,60,19,1,0,5,0,0,5,0,0,20,26654,514.7069858,43.4831545,80.21310122,0,2014,8,11,7,0,0,0,0,0,0,0,8,0,6,1,0,2
0,0,1,47,1,0,2,1,0,0,2,0,0,2,0,0,153,26624,514.7235577,43.49459135,80.26592548,1,2014,8,11,16,0,1,0,0,0,0,4,2,0,2,1,0,2
0,1,1,47,1,0,2,0,0,0,1,0,0,1,0,0,15,26624,514.7235577,43.49459135,80.26592548,0,2014,8,12,1,1,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,47,1,0,2,0,0,0,1,0,0,1,0,0,52,26624,514.7235577,43.49459135,80.26592548,0,2014,8,12,19,1,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,47,1,0,2,0,0,0,1,0,0,1,0,0,6,26624,514.7235577,43.49459135,80.26592548,1,2014,8,12,21,1,1,0,0,0,0,5,1,0,1,1,0,3
0,1,1,47,1,0,1,0,0,0,1,0,0,1,0,0,6,26625,514.7042254,43.49295775,80.2629108,0,2014,8,17,15,5,0,0,0,0,0,0,1,0,1,1,0,1
0,1,1,46,1,0,28,0,0,0,1,0,0,1,0,0,16,26639,514.433725,43.47010023,80.22072901,0,2014,8,22,15,3,0,0,0,0,0,0,1,0,1,1,0,6
0,1,1,46,1,0,2,0,0,0,1,0,0,1,0,0,12,26625,514.7042254,43.49295775,80.2629108,0,2014,8,23,22,4,0,0,0,0,0,0,1,0,1,1,0,7
0,1,1,46,1,0,2,0,0,0,1,0,0,1,0,0,10,26625,514.7042254,43.49295775,80.2629108,0,2014,8,24,17,5,0,0,0,0,0,0,1,0,1,1,0,1
0,1,1,46,1,0,2,0,0,0,1,0,0,1,0,0,28,26625,514.7042254,43.49295775,80.2629108,1,2014,8,25,10,6,0,0,0,0,0,0,1,0,1,1,0,2
0,0,2,46,1,0,8,2,0,0,8,0,0,5,0,0,1424,26625,514.7042254,43.49295775,80.2629108,1,2014,8,25,19,-1,0,0,0,0,0,0,8,0,8,1,0,2
